Symbol,Name,IPO Year,Sector,Industry
APLD,Applied Blockchain Inc. Common Stock,2022.0,Finance,Investment Bankers/Brokers/Service
APLE,Apple Hospitality REIT Inc. Common Shares,2015.0,Real Estate,Real Estate Investment Trusts
APLS,Apellis Pharmaceuticals Inc. Common Stock,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
APLT,Applied Therapeutics Inc. Common Stock,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
APM,Aptorum Group Limited Class A Ordinary Shares,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
APMIW,AxonPrime Infrastructure Acquisition Corporation Warrants,2021.0,Industrials,Consumer Electronics/Appliances
APN,Apeiron Capital Investment Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
APP,Applovin Corporation Class A Common Stock,2021.0,Technology,EDP Services
APPF,AppFolio Inc. Class A Common Stock,2015.0,Technology,EDP Services
APPH,AppHarvest Inc. Common Stock,2020.0,Consumer Staples,Farming/Seeds/Milling
APPHW,AppHarvest Inc. Warrants,2020.0,Consumer Staples,Farming/Seeds/Milling
APPN,Appian Corporation Class A Common Stock,2017.0,Technology,EDP Services
APRE,Aprea Therapeutics Inc. Common stock,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APRN,Blue Apron Holdings Inc. Class A Common Stock,2017.0,Consumer Discretionary,Catalog/Specialty Distribution
APTV,Aptiv PLC Ordinary Shares,2011.0,Consumer Discretionary,Auto Parts:O.E.M.
APTX,Aptinyx Inc. Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
AQMS,Aqua Metals Inc. Common Stock,2015.0,Utilities,Environmental Services
AQN,Algonquin Power & Utilities Corp. Common Shares,2016.0,Utilities,Electric Utilities: Central
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,2018.0,Utilities,Electric Utilities: Central
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,2019.0,Utilities,Electric Utilities: Central
AQNU,Algonquin Power & Utilities Corp. Corporate Units,2021.0,Utilities,Electric Utilities: Central
AQST,Aquestive Therapeutics Inc. Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
AQUA,Evoqua Water Technologies Corp. Common Stock,2017.0,Industrials,Office Equipment/Supplies/Services
AR,Antero Resources Corporation Common Stock,2013.0,Energy,Oil & Gas Production
ARAV,Aravive Inc. Common Stock,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
ARAY,Accuray Incorporated Common Stock,2007.0,Health Care,Medical/Dental Instruments
ARBG,Aequi Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ARBGU,Aequi Acquisition Corp. Unit,2020.0,Industrials,Consumer Electronics/Appliances
ARBGW,Aequi Acquisition Corp. warrants,2021.0,Industrials,Consumer Electronics/Appliances
ARC,ARC Document Solutions Inc. Common Stock,2004.0,Consumer Discretionary,Business Services
ARCC,Ares Capital Corporation Common Stock,2004.0,Finance,Finance/Investors Services
ARCE,Arco Platform Limited Class A Common Shares,2018.0,Consumer Discretionary,Service to the Health Industry
ARCH,Arch Resources Inc. Class A Common Stock,2016.0,Energy,Coal Mining
ARCK,Arbor Rapha Capital Bioholdings Corp. I Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ARCKU,Arbor Rapha Capital Bioholdings Corp. I Units,2021.0,Industrials,Consumer Electronics/Appliances
ARCKW,Arbor Rapha Capital Bioholdings Corp. I Warrants,2021.0,Industrials,Consumer Electronics/Appliances
ARCO,Arcos Dorados Holdings Inc. Class A Shares,2011.0,Consumer Discretionary,Restaurants
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,2013.0,Health Care,Biotechnology: Pharmaceutical Preparations
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,2012.0,Finance,Investment Managers
ARDS,Aridis Pharmaceuticals Inc. Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ARDX,Ardelyx Inc. Common Stock,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
ARES,Ares Management Corporation Class A Common Stock,2014.0,Finance,Investment Managers
ARGU,Argus Capital Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ARGUW,Argus Capital Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
ARGX,argenx SE American Depositary Shares,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARHS,Arhaus Inc. Class A Common Stock,2021.0,Consumer Discretionary,Wholesale Distributors
ARI,Apollo Commercial Real Estate Finance Inc,2009.0,Real Estate,Real Estate Investment Trusts
ARIS,Aris Water Solutions Inc. Class A Common Stock,2021.0,Utilities,Water Supply
ARIZ,Arisz Acquisition Corp. Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ARIZW,Arisz Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
ARLO,Arlo Technologies Inc. Common Stock,2018.0,Technology,Security Systems Services
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,1999.0,Energy,Coal Mining
ARMK,Aramark Common Stock,2013.0,Technology,Interactive Media
ARNC,Arconic Corporation Common Stock ,2020.0,Consumer Discretionary,Aerospace
ARQT,Arcutis Biotherapeutics Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ARRW,Arrowroot Acquisition Corp. Class A common stock,2021.0,Industrials,Consumer Electronics/Appliances
ARRWU,Arrowroot Acquisition Corp. Unit,2021.0,Industrials,Consumer Electronics/Appliances
ARRWW,Arrowroot Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
ARRY,Array Technologies Inc. Common Stock,2020.0,Technology,Semiconductors
ARTE,Artemis Strategic Investment Corporation Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ARTEU,Artemis Strategic Investment Corporation Unit,2021.0,Industrials,Consumer Electronics/Appliances
ARTEW,Artemis Strategic Investment Corporation Warrant,2021.0,Industrials,Consumer Electronics/Appliances
ARVN,Arvinas Inc. Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,2021.0,Finance,Business Services
ASAI,Sendas Distribuidora S A ADS,2021.0,Consumer Staples,Food Chains
ASAN,Asana Inc. Class A Common Stock,2020.0,Technology,Retail: Computer Software & Peripheral Equipment
ASAQ,Atlantic Street Acquisition Corp Class A Common Stock,2020.0,Industrials,Consumer Electronics/Appliances
ASAX,Astrea Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ASAXW,Astrea Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
ASC,Ardmore Shipping Corporation Common Stock,2013.0,Consumer Discretionary,Marine Transportation
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,2020.0,Finance,Investment Managers
ASGN,ASGN Incorporated Common Stock,1992.0,Technology,EDP Services
ASIX,AdvanSix Inc. Common Stock ,2016.0,Industrials,Major Chemicals
ASLE,AerSale Corporation Common Stock,2019.0,Consumer Discretionary,Aerospace
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ASMB,Assembly Biosciences Inc. Common Stock,2010.0,Health Care,Biotechnology: Pharmaceutical Preparations
ASML,ASML Holding N.V. New York Registry Shares,1995.0,Technology,Industrial Machinery/Components
ASND,Ascendis Pharma A/S American Depositary Shares,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
ASNS,Actelis Networks Inc. Common Stock,2022.0,Telecommunications,Telecommunications Equipment
ASO,Academy Sports and Outdoors Inc. Common Stock,2020.0,Consumer Discretionary,Recreational Games/Products/Toys
ASPA,ABRI SPAC I INC. Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ASPN,Aspen Aerogels Inc. Common Stock,2014.0,Industrials,Wholesale Distributors
ASTE,Astec Industries Inc. Common Stock,1986.0,Industrials,Construction/Ag Equipment/Trucks
ASTS,AST SpaceMobile Inc. Class A Common Stock,2019.0,Consumer Discretionary,Telecommunications Equipment
ASTSW,AST SpaceMobile Inc. Warrant,2019.0,Consumer Discretionary,Telecommunications Equipment
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,2018.0,Technology,Semiconductors
ATA,Americas Technology Acquisition Corp. Ordinary Shares,2021.0,Finance,Business Services
ATC,Atotech Limited Common Shares,2021.0,Industrials,Major Chemicals
ATCX,Atlas Technical Consultants Inc. Class A Common Stock,2019.0,Consumer Discretionary,Military/Government/Technical
ATEC,Alphatec Holdings Inc. Common Stock,2006.0,Health Care,Medical/Dental Instruments
ATEK,Athena Technology Acquisition Corp. II Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
ATEN,A10 Networks Inc. Common Stock,2014.0,Technology,EDP Services
ATEX,Anterix Inc. Common Stock,2015.0,Consumer Discretionary,Telecommunications Equipment
ATHA,Athira Pharma Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,2013.0,Technology,Interactive Media
ATIF,ATIF Holdings Limited Ordinary Shares,2019.0,Consumer Discretionary,Professional Services
ATIP,ATI Physical Therapy Inc. Class A Common Stock,2020.0,Health Care,Managed Health Care
ATKR,Atkore Inc. Common Stock,2016.0,Technology,Electrical Products
ATLC,Atlanticus Holdings Corporation Common Stock,1995.0,Finance,Finance: Consumer Services
ATNF,180 Life Sciences Corp. Common Stock,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
ATNFW,180 Life Sciences Corp. Warrant,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
ATNX,Athenex Inc. Common Stock,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
ATOM,Atomera Incorporated Common Stock,2016.0,Technology,Semiconductors
ATOS,Atossa Therapeutics Inc. Common Stock,2012.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ATRA,Atara Biotherapeutics Inc. Common Stock,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,AtriCure Inc. Common Stock,2005.0,Health Care,Medical/Dental Instruments
ATTO,Atento S.A. Ordinary Shares,2014.0,Telecommunications,Telecommunications Equipment
ATUS,Altice USA Inc. Class A Common Stock,2017.0,Telecommunications,Telecommunications Equipment
ATXI,Avenue Therapeutics Inc. Common Stock,2017.0,Consumer Discretionary,Specialty Chemicals
ATXS,Astria Therapeutics Inc. Common Stock,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
AUDC,AudioCodes Ltd. Common Stock,1999.0,Utilities,Telecommunications Equipment
AUR,Aurora Innovation Inc. Class A Common Stock,2021.0,Technology,EDP Services
AURA,Aura Biosciences Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
AURC,Aurora Acquisition Corp. Class A Ordinary Shares,2021.0,Finance,Finance: Consumer Services
AURCW,Aurora Acquisition Corp. Warrant,2021.0,Finance,Finance: Consumer Services
AUROW,Aurora Innovation Inc. Warrant,2021.0,Technology,EDP Services
AUTL,Autolus Therapeutics plc American Depositary Share,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUUD,Auddia Inc. Common Stock,2021.0,Technology,Computer Software: Prepackaged Software
AUUDW,Auddia Inc. Warrants,2021.0,Technology,Computer Software: Prepackaged Software
AVAC,Avalon Acquisition Inc. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
AVACW,Avalon Acquisition Inc. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,2021.0,Health Care,Hospital/Nursing Management
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),2014.0,Finance,Commercial Banks
AVAN,Avanti Acquisition Corp. Class A Ordinary Shares,2020.0,Finance,Business Services
AVAV,AeroVironment Inc. Common Stock,2007.0,Industrials,Aerospace
AVCT,American Virtual Cloud Technologies Inc. Common Stock ,2017.0,Technology,EDP Services
AVCTW,American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025,2017.0,Technology,EDP Services
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),1998.0,Industrials,Agricultural Chemicals
AVDX,AvidXchange Holdings Inc. Common Stock,2021.0,Technology,EDP Services
AVEO,AVEO Pharmaceuticals Inc. Common Stock,2010.0,Health Care,Biotechnology: Pharmaceutical Preparations
AVGO,Broadcom Inc. Common Stock,2009.0,Technology,Semiconductors
AVGR,Avinger Inc. Common Stock,2015.0,Health Care,Medical/Dental Instruments
AVHI,Achari Ventures Holdings Corp. I Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
AVHIW,Achari Ventures Holdings Corp. I Warrant,2021.0,Industrials,Consumer Electronics/Appliances
AVID,Avid Technology Inc. Common Stock,1993.0,Technology,Computer Software: Prepackaged Software
AVIR,Atea Pharmaceuticals Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
AVK,Advent Convertible and Income Fund,2003.0,Finance,Trusts Except Educational Religious and Charitable
AVLR,Avalara Inc. Common Stock,2018.0,Technology,EDP Services
AVNS,Avanos Medical Inc. Common Stock,2014.0,Health Care,Industrial Specialties
AVO,Mission Produce Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Foods
AVPT,AvePoint Inc. Class A Common Stock,2019.0,Technology,EDP Services
AVPTW,AvePoint Inc. Warrant,2019.0,Technology,EDP Services
AVRO,AVROBIO Inc. Common Stock,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVTE,Aerovate Therapeutics Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
AVTR,Avantor Inc. Common Stock,2019.0,Industrials,Industrial Specialties
AVTX,Avalo Therapeutics Inc. Common Stock,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
AWF,Alliancebernstein Global High Income Fund,1993.0,Finance,Trusts Except Educational Religious and Charitable
AWK,American Water Works Company Inc. Common Stock,2008.0,Utilities,Water Supply
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,2007.0,Finance,Trusts Except Educational Religious and Charitable
AWRE,Aware Inc. Common Stock,1996.0,Technology,EDP Services
AWX,Avalon Holdings Corporation Common Stock,1998.0,Utilities,Environmental Services
AX,Axos Financial Inc. Common Stock,2018.0,Finance,Savings Institutions
AXH,Industrial Human Capital Inc. Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
AXLA,Axcella Health Inc. Common Stock,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
AXNX,Axonics Inc. Common Stock,2018.0,Health Care,Medical/Dental Instruments
AXON,Axon Enterprise Inc. Common Stock,2001.0,Consumer Discretionary,Military/Government/Technical
AXS,Axis Capital Holdings Limited Common Stock,2003.0,Finance,Property-Casualty Insurers
AXSM,Axsome Therapeutics Inc. Common Stock,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
AXTA,Axalta Coating Systems Ltd. Common Shares,2014.0,Consumer Discretionary,Paints/Coatings
AXTI,AXT Inc Common Stock,1998.0,Technology,Semiconductors
AY,Atlantica Sustainable Infrastructure plc Ordinary Shares,2014.0,Utilities,Electric Utilities: Central
AYLA,Ayala Pharmaceuticals Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
AYX,Alteryx Inc. Class A Common Stock,2017.0,Technology,Computer Software: Prepackaged Software
AZRE,Azure Power Global Limited Equity Shares,2016.0,Utilities,Electric Utilities: Central
AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares),2017.0,Consumer Discretionary,Air Freight/Delivery Services
AZYO,Aziyo Biologics Inc. Class A Common Stock,2020.0,Health Care,Medical Specialities
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,2014.0,Consumer Discretionary,Catalog/Specialty Distribution
BACA,Berenson Acquisition Corp. I Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
BACK,IMAC Holdings Inc. Common Stock,2019.0,Health Care,Medical Specialities
BAH,Booz Allen Hamilton Holding Corporation Common Stock,2010.0,Consumer Discretionary,Professional Services
BALY,Bally's Corporation Common Stock,2019.0,Consumer Discretionary,Recreational Games/Products/Toys
BAM,Brookfield Asset Management Inc. Common Stock,1925.0,Real Estate,Building operators
BAMH,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,2020.0,Real Estate,Building operators
BAMI,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,2020.0,Real Estate,Building operators
BAND,Bandwidth Inc. Class A Common Stock,2017.0,Technology,Computer Software: Prepackaged Software
BANF,BancFirst Corporation Common Stock,1993.0,Finance,Major Banks
BAOS,Baosheng Media Group Holdings Limited Ordinary shares,2021.0,Consumer Discretionary,Business Services
BARK,BARK Inc. Class A Common Stock,2020.0,Consumer Discretionary,Department/Specialty Retail Stores
BASE,Couchbase Inc. Common Stock,2021.0,Technology,EDP Services
